ID,a,e,i,Omega,omega,M,q,Q,P_yr,mpc_des,mpc_name,mpc_H,mpc_nobs,mpc_arc,mpc_U,mpc_flags,mpc_epoch,mpc_dist,mpc_max_abs_diff,sbdb_name,sbdb_spkid,sbdb_dist,sbdb_H,sbdb_diameter_km,sbdb_moid_au,sbdb_pha,sbdb_class,sbdb_arc_d,sbdb_nobs,sbdb_cc,hz_maxdev
247,1.7440386,0.4334635,8.69826,130.33277,0.82792,100.42151,0.9880615243089,2.5000156756911003,2.3032131906674054,27002,(27002) 1998 DV9,18.29,502,1998-2026,0,9803,K2669,0.0,0.0,27002 (1998 DV9),20027002,0.0014741731960147355,18.31,,.00295266,Y,APO,10345,522,0,2.137994823669942e-05
248,1.9002843,0.5490427,8.97249,339.42683,222.03114,138.56908,0.85694707716039,2.94362152283961,2.619557105644764,D7120,(137120) 1999 BJ8,18.29,477,1999-2025,0,9803,K2669,0.0,0.0,137120 (1999 BJ8),20137120,0.0014233056664047841,18.29,,.0224188,Y,APO,9487,493,0,2.0835542215991154e-05
249,2.0385349,0.5429831,17.09824,311.52793,326.17635,203.16612,0.93164490053981,3.1454248994601905,2.910564490449466,G2979,(162979) 2001 RA12,18.29,161,2001-2024,0,9803,K2669,0.0,0.0,162979 (2001 RA12),20162979,0.0005700759892311205,18.29,,.0194391,Y,APO,8417,167,0,3.7301565384950663e-05
250,1.6487207,0.7321107,3.77164,299.94859,315.19266,180.83473,0.44167463421851,2.85576676578149,2.1169989174225647,J9145,(199145) 2005 YY128,18.30,592,2005-2025,0,8803,K2669,0.0,0.0,199145 (2005 YY128),20199145,0.0026494168989289776,18.30,,.0297233,Y,APO,7292,611,0,3.819256431825124e-05
251,3.0686144,0.6953931,16.40099,329.9873,214.63901,134.44307,0.93472111967936,5.20250768032064,5.3754333085977715,K07Y02B,2007 YB2,18.22,152,2007-2025,0,9803,K2669,0.0824681756747813,5.000000001587068e-05,(2007 YB2),50398163,0.0023759985802734346,18.30,,.0145044,Y,APO,6462,157,0,96.32861268063341
252,2.6931172,0.6523674,15.97737,21.45675,28.04922,166.76539,0.9362153343407199,4.450019065659281,4.419599140049001,K20B14W,2020 BW14,18.30,123,2016-2025,0,8803,K2669,0.0,0.0,(2020 BW14),50989364,0.0018885980823522008,18.30,,.0133989,Y,APO,3359,135,1,3.5507080497154675e-05
253,1.3228073,0.4257499,38.24694,116.68273,105.45442,233.7434,0.75962222430573,1.88599237569427,1.5214051232922716,Y9068,(349068) 2006 YT13,18.30,478,2006-2025,0,8803,K2669,0.0,0.0,349068 (2006 YT13),20349068,0.00041099940191600053,18.30,0.496,.0376614,Y,APO,6799,500,0,5.953445196382745e-06
254,2.6708403,0.7024474,5.85396,13.78257,319.89695,316.82422,0.7947154754497798,4.54696512455022,4.364875702754558,~0ykd,(853531) 2009 KE3,18.30,123,2009-2022,0,8803,K2669,0.0,0.0,853531 (2009 KE3),20853531,0.009993027171767813,18.30,,.032345,Y,APO,4935,129,0,0.00014654121531521014
255,1.0548885,0.3501936,1.97262,299.46913,24.07594,218.56549,0.6854732985863999,1.4243037014135997,1.0834524020390488,H5706,(175706) 1996 FG3,18.31,3069,1985-2026,0,8803,K2669,0.0,0.0,175706 (1996 FG3),20175706,0.0004966339752089815,18.31,1.196,.0280945,Y,APO,14691,3126,0,9.416436910214543e-06
256,1.3650562,0.3767097,8.6717,358.6164,289.82431,72.9416,0.8508262884148601,1.8792861115851398,1.594871868730836,I5851,(185851) 2000 DP107,18.31,2164,2000-2025,0,8803,K2669,0.0,0.0,185851 (2000 DP107),20185851,0.000378545608554908,18.31,0.863,.0143229,Y,APO,9096,2094,0,5.026562121202005e-06
257,1.1327841,0.2519251,17.74569,36.09232,76.66188,261.08773,0.84740735232909,1.41816084767091,1.2056485184586667,Q0141,(260141) 2004 QT24,18.31,731,2004-2023,0,8803,K2669,0.0,0.0,260141 (2004 QT24),20260141,0.0009301082016068309,18.31,,.00723309,Y,APO,9049,816,0,1.640440063965798e-05
258,2.0032005,0.5285458,2.34859,306.96917,2.34618,149.82116,0.9444172891671002,3.0619837108328998,2.8352191259204047,E1593,(141593) 2002 HK12,18.32,1463,1985-2025,0,8803,K2669,0.010000000031595846,1.0000000031595846e-05,141593 (2002 HK12),20141593,0.0013231771301910602,18.32,,.023636,Y,APO,14780,1492,0,1.983606529165627e-05
259,2.6081047,0.7264292,8.34621,14.76716,103.83136,33.01158,0.71350128926276,4.502708110737241,4.211991951610418,K08S11V,2008 SV11,18.32,734,2008-2026,0,8803,K2669,0.0,0.0,(2008 SV11),50427817,0.00029823391033239005,18.32,,.011992,Y,APO,6435,749,0,144.9926778301297
260,1.8760759,0.6999942,47.70709,271.09639,269.11718,159.08211,0.56283365124022,3.1893181487597797,2.569659660409813,f7871,(417871) 2007 MB24,18.34,388,1989-2025,0,8803,K2669,0.0,0.0,417871 (2007 MB24),20417871,0.0008725449855553957,18.34,,.0274694,Y,APO,13202,401,0,7.90935382610769e-06
261,1.2601754,0.2638519,23.24895,31.55547,46.34009,354.472,0.9276757263767401,1.59267507362326,1.414641831495768,n7117,(497117) 2004 FU4,18.34,487,2004-2025,0,8803,K2669,0.0,0.0,497117 (2004 FU4),20497117,0.0007159392375860423,18.34,,.00300143,Y,APO,7728,500,0,1.2600526929418265e-05
262,2.2374745,0.8467604,15.83674,77.65134,234.99443,224.75024,0.34286969739020007,4.1320793026097995,3.3468568835045307,~0FH1,(678715) 2017 VV14,18.34,126,2017-2024,0,8803,K2669,0.0,0.0,678715 (2017 VV14),20678715,0.0009688924647139904,18.34,,.0456997,Y,APO,2613,140,0,1.5582192304464115e-05
263,1.7033695,0.4514134,4.64461,144.35835,197.95871,72.94841,0.9344456825486999,2.4722933174513,2.2231220178523703,F3958,(153958) 2002 AM31,18.35,793,1983-2025,0,8803,K2669,0.0,0.0,153958 (2002 AM31),20153958,0.00035630249664961175,18.35,,.0316506,Y,APO,15330,834,0,4.431780610048008e-06
264,2.6346737,0.7089438,8.17004,321.04994,303.04123,190.76754,0.76683811536194,4.5025092846380605,4.276517507700801,K11B38E,2011 BE38,18.35,156,2011-2015,1,8803,K2669,0.0,0.0,(2011 BE38),50558412,0.0005939926075576482,18.35,,.020282,Y,APO,1457,158,0,86.4132330664185
265,1.5854827,0.8298543,18.97022,141.40332,47.17056,205.94373,0.2697630638293899,2.90120233617061,1.9963756375107848,m2798,(482798) 2013 QK48,18.35,153,2001-2025,0,8803,K2669,0.0,0.0,482798 (2013 QK48),20482798,0.000635238963568636,18.35,,.0259104,Y,APO,8771,155,0,6.560114201192846e-06
266,1.8534617,0.5713813,5.70303,6.10124,79.73389,221.26848,0.7944283443537901,2.91249505564621,2.5233379785353884,~001U,(620092) 2015 HB10,18.35,523,2015-2025,0,8803,K2669,0.0,0.0,620092 (2015 HB10),20620092,0.0011040846491667433,18.35,,.026399,Y,APO,3778,534,0,1.717779630894256e-05
267,1.4525646,0.7875134,5.44387,160.47465,108.05991,51.97965,0.30865051313436,2.59647868686564,1.7506655426068867,J4268,(194268) 2001 UY4,18.36,726,2001-2026,0,8803,K2669,0.0,0.0,194268 (2001 UY4),20194268,0.0012612698978630337,18.36,1.244,.0257362,Y,APO,8860,749,0,2.1890652504907848e-05
268,2.2851226,0.5645735,14.38466,116.19778,202.83046,177.43219,0.9950029357889,3.5752422642110995,3.4543334515638033,K17H02T,2017 HT2,18.36,116,2015-2024,0,8803,K2669,0.0,0.0,(2017 HT2),50774088,0.0004863052256170046,18.36,,.00653112,Y,APO,3626,124,0,8.18554281067918e-06
269,1.0462949,0.2614281,13.47265,104.47484,294.31512,219.55501,0.7727640122533099,1.31982578774669,1.0702399606397555,Q3976,(263976) 2009 KD5,18.36,2421,1950-2026,0,8803,K2669,0.0,0.0,263976 (2009 KD5),20263976,0.0007773301374921468,18.35,0.785,.0484113,Y,APO,27806,2464,0,9.959836745565553e-06
270,1.6131222,0.4573236,7.03616,90.70575,25.18669,271.98435,0.8754033482560799,2.35084105174392,2.04880630557826,~0uZF,(837449) 2013 NJ10,18.36,103,2013-2025,0,8803,K2669,0.19697715601930035,0.00014999999999076863,837449 (2013 NJ10),20837449,0.010769243626557118,18.36,,.0460948,Y,APO,4399,105,0,0.000174248546443323
271,1.7609225,0.4444335,15.73453,210.87182,191.27555,236.60693,0.9783095500962501,2.5435354499037497,2.3367398447619396,O4977,(244977) 2004 BE68,18.37,520,2004-2026,0,8803,K2669,0.0,0.0,244977 (2004 BE68),20244977,0.0008214796271618606,18.36,0.495,.0108974,Y,APO,8201,548,0,1.3966759723871291e-05
272,1.0011647,0.6323842,2.63724,19.28184,200.25742,283.91195,0.36804396212226004,1.6342854378777398,1.00174755859858,P5071,(255071) 2005 UH6,18.37,153,2002-2026,0,8803,K2669,0.0,0.0,255071 (2005 UH6),20255071,0.013108960244094556,18.37,,.0231996,Y,APO,8484,164,1,0.00021158950940503019
273,1.0798307,0.3558265,10.31047,234.38229,289.53049,130.59771,0.69559832142645,1.46406307857355,1.1221050210660386,11500,(11500) Tomaiyowit,18.38,1268,1989-2026,0,8803,K2669,0.0,0.0,11500 Tomaiyowit (1989 UR),20011500,0.000693967375614683,18.38,0.738,.0342305,Y,APO,13456,1242,0,2.1439111606014194e-05
274,1.9415749,0.5246188,9.1404,308.19497,38.36743,78.22634,0.9229882058518799,2.9601615941481203,2.7053983662726084,j7768,(457768) 2009 KN4,18.38,246,2001-2025,0,8803,K2669,0.0,0.0,457768 (2009 KN4),20457768,0.0014335801561578179,18.38,,.0103743,Y,APO,8564,260,0,2.0065731064278225e-05
275,2.1642406,0.6038118,23.29362,344.4869,122.66643,257.42502,0.85744658768092,3.4710346123190794,3.1838918691057896,z2813,(612813) 2004 RF84,18.38,472,2004-2023,0,8803,K2669,0.0,0.0,612813 (2004 RF84),20612813,0.00048375824794491545,18.38,,.0332921,Y,APO,6998,492,0,5.592455920577777e-06
276,2.3588705,0.5957228,6.73598,0.07695,336.92428,222.78244,0.9536375609026,3.7641034390973998,3.62289834820305,z4470,(614470) Flordeneu,18.38,435,2002-2025,0,8803,K2669,0.0,0.0,614470 Flordeneu (2009 ST19),20614470,0.0008898095997915114,18.38,,.0114633,Y,APO,9559,439,0,1.6814470825465833e-05
277,2.0579468,0.5333723,40.35278,58.22184,0.56745,190.73985,0.9602949820063599,3.1555986179936397,2.952236976494155,r1914,(531914) 2013 BW76,18.39,179,2013-2024,0,8803,K2669,0.0,0.0,531914 (2013 BW76),20531914,0.0009155938106644851,18.41,,.0281786,Y,APO,4321,185,0,1.7470908034056265e-05
278,2.3312231,0.8971259,8.35561,297.22413,233.21614,305.60595,0.2398224783117099,4.42262372168829,3.559391481904633,K01V00B,2001 VB,18.4,53,8 days,3,A803,K2669,0.0,0.0,(2001 VB),50092442,629.8787983220526,18.4,,.0224824,Y,APO,7,53,9,156.15821795050556
279,1.8785895,0.6542666,7.14292,178.12913,284.6217,101.58131,0.6494911350392999,3.1076878649607003,2.574825703699496,F2770,(152770) 1999 RR28,18.41,700,1987-2023,0,8803,K2669,0.0,0.0,152770 (1999 RR28),20152770,0.0007030850383122559,18.41,,.0164977,Y,APO,13198,721,0,1.0266247215895419e-05
280,1.4898909,0.3766319,36.78219,164.91856,342.88937,212.02017,0.92875045954029,2.0510313404597103,1.8185770301184006,S8807,(288807) 2004 RW164,18.41,271,2002-2024,0,0803,K2669,0.0,0.0,288807 (2004 RW164),20288807,0.0005342083052088464,18.41,,.0512824,N,APO,8095,278,0,1.5465432909422816e-05
281,1.2314876,0.4863989,21.38605,21.49671,87.27348,151.67492,0.63249338599636,1.8304818140036399,1.3666114807110923,h6774,(436774) 2012 KY3,18.41,204,2012-2025,0,8803,K2669,0.0,0.0,436774 (2012 KY3),20436774,0.00030215895441406136,18.41,,.0240479,Y,APO,4854,209,0,5.292158192560237e-06
282,2.8622597,0.6655032,31.15841,137.24402,32.40405,43.30448,0.9574167104189601,4.76710268958104,4.842432255537797,K16B14Z,2016 BZ14,18.43,528,2016-2026,0,8803,K2669,0.0,0.0,(2016 BZ14),50740951,0.000683132497557387,18.44,1.214,.031736,Y,APO,3835,548,0,9.696557327742994e-06
283,1.6012102,0.3935463,8.07603,111.95181,136.69473,46.4839,0.9710598502677399,2.23136054973226,2.0261543297033993,f7612,(417612) 2006 WQ29,18.43,191,2002-2025,1,8803,K2669,0.0,0.0,417612 (2006 WQ29),20417612,0.02011971896575823,18.43,,.0202646,Y,APO,8068,207,1,0.000487582485305893
284,2.0839918,0.6247885,1.79833,271.37599,90.51293,226.65995,0.7819376892657002,3.3860459107343,3.0084583868225243,k3387,(463387) 2013 CT82,18.44,137,2013-2025,0,8803,K2669,0.0,0.0,463387 (2013 CT82),20463387,0.01926240153665748,18.44,,.0129653,Y,APO,4406,147,0,0.00028539039311681336
285,1.806807,0.4745797,35.13666,193.47036,135.81748,157.21145,0.9493330759820999,2.6642809240179,2.4286651818949108,~15yZ,(881303) 2015 FS332,18.44,515,2015-2025,0,8803,K2669,0.0,0.0,881303 (2015 FS332),20881303,0.0007507179009996064,18.44,,.0403125,Y,APO,3910,526,0,8.892486789591203e-06
286,1.2294271,0.3545467,10.38842,241.00265,245.9192,142.48936,0.7935377788044301,1.6653164211955702,1.3631830360201596,G3818,(163818) 2003 RX7,18.45,863,2003-2026,0,8803,K2669,0.0,0.0,163818 (2003 RX7),20163818,0.0009246506812356758,18.46,0.386,.0267462,Y,APO,8356,968,0,1.2799518401607202e-05
287,2.8115977,0.6453388,9.76964,79.08291,348.67889,91.86834,0.9971646141992401,4.6260307858007605,4.7144362674436655,K11B10X,2011 BX10,18.45,140,2010-2024,0,8803,K2669,0.0,0.0,(2011 BX10),50555676,0.005865396310476278,18.45,,.0179792,Y,APO,5023,145,0,129.73826518828128
288,1.4205196,0.3100408,9.33904,83.16315,337.96093,180.11822,0.98010056680032,1.8609386331996798,1.693054138116323,D9622,(139622) 2001 QQ142,18.46,1184,2001-2026,0,8803,K2669,0.0,0.0,139622 (2001 QQ142),20139622,0.0003888921417270418,18.46,,.0110264,Y,APO,9070,1214,0,6.872040046346228e-06
289,1.9169005,0.6086928,5.82974,188.72262,271.31616,287.56027,0.7500969673335999,3.0837040326664,2.6539904512957184,Q7729,(267729) 2003 FC5,18.46,840,2002-2026,0,8803,K2669,0.014142135606238563,1.0000000000509601e-05,267729 (2003 FC5),20267729,0.0022895367076310215,18.46,,.032923,Y,APO,8784,868,0,3.187438915119856e-05
290,2.2370779,0.7053356,7.30064,21.40878,247.02418,121.10523,0.6591872171567601,3.81496858284324,3.3459670602115725,i6791,(446791) 1998 SJ70,18.46,275,1998-2025,0,8803,K2669,0.0,0.0,446791 (1998 SJ70),20446791,0.0008560366272915961,18.46,,.0272076,Y,APO,9920,279,0,1.410389049283367e-05
291,2.0010871,0.6036324,3.57805,158.02876,300.30027,146.22873,0.79316609121796,3.2090081087820397,2.830733525431735,Q9690,(269690) 1996 RG3,18.47,232,1996-2017,0,8803,K2669,0.0,0.0,269690 (1996 RG3),20269690,0.010445354575557675,18.47,0.888,.00236638,Y,APO,10195,245,0,0.00015879173579946837
292,1.3473749,0.4608939,2.51747,126.7835,42.72015,112.54924,0.7263780275768899,1.96837177242311,1.5639853441824774,E0158,(140158) 2001 SX169,18.48,912,2001-2026,0,8803,K2669,0.010000000003174137,1.0000000003174137e-05,140158 (2001 SX169),20140158,0.0003119906445032013,18.48,0.566,.0261357,Y,APO,9127,945,0,5.699494124655757e-06
293,1.1141409,0.8020542,2.35416,51.88447,317.76389,337.73685,0.22053951176321995,2.00774228823678,1.176007729294365,E1495,(141495) 2002 EZ11,18.48,1393,2002-2026,0,8803,K2669,0.0,0.0,141495 (2002 EZ11),20141495,0.0008116178642966661,18.46,,.000917959,Y,APO,8852,1291,0,1.3423762709408038e-05
294,0.7812752,0.336871,3.7759,187.91609,60.17505,43.25244,0.5180862421008,1.0444641578991998,0.690567377067322,a3505,(363505) 2003 UC20,18.48,916,1954-2026,0,8802,K2669,0.0,0.0,363505 (2003 UC20),20363505,0.00808280956739484,18.48,1.876,.035278,Y,ATE,26035,1071,0,0.00011490556511262184
295,1.8981802,0.4494911,12.40454,84.2559,193.42209,213.36925,1.0449650939037802,2.75139530609622,2.6152075322054364,d1211,(391211) 2006 HZ51,18.48,205,2001-2024,0,8804,K2669,0.0,0.0,391211 (2006 HZ51),20391211,0.0010339843461883462,18.48,0.412,.0361647,Y,AMO,8152,207,0,1.6765813626307136e-05
296,0.6352314,0.5311116,18.943,37.00648,353.01317,64.98426,0.29785263477576,0.97261016522424,0.5062883524360839,h4326,(434326) 2004 JG6,18.48,142,2004-2021,1,8801,K2669,0.0,0.0,434326 (2004 JG6),20434326,0.003502615770934203,18.48,,.0389611,Y,IEO,6227,142,1,8.035762601821261e-05
297,0.6950149,0.3798994,24.30945,81.11844,183.66291,303.05126,0.43097915649894,0.95905064350106,0.5794169195668989,m1817,(481817) 2008 UL90,18.48,427,2008-2023,0,8801,K2669,0.0,0.0,481817 (2008 UL90),20481817,0.00029218405270528124,18.48,,.0268329,Y,IEO,5537,446,0,1.6193856822610542e-05
298,1.2994529,0.3037728,29.79622,138.73493,299.65389,256.38613,0.90471445409888,1.6941913459011197,1.4812924661180322,o5657,(505657) 2014 SR339,18.48,1601,2014-2026,0,8803,K2669,0.0,0.0,505657 (2014 SR339),20505657,0.00033138145273022587,18.48,0.971,.0356562,Y,APO,4337,1646,0,4.454760897942833e-06
299,1.0593695,0.4440101,11.16926,157.86367,296.70833,82.73584,0.5889987423680499,1.52974025763195,1.0903632305317126,04034,(4034) Vishnu,18.49,1306,1986-2026,0,8803,K2669,0.0,0.0,4034 Vishnu (1986 PA),20004034,0.0006545697935767226,18.50,0.42,.0191649,Y,APO,14574,1333,0,9.175060597499396e-06
300,1.8957515,0.8108675,20.38021,229.11004,65.24267,114.19291,0.3585482205737501,3.4329547794262503,2.6101899455601796,o8967,(508967) 2004 VC17,18.49,432,2004-2025,0,8803,K2669,0.0,0.0,508967 (2004 VC17),20508967,0.0017614280447951882,18.49,,.00211867,Y,APO,7710,447,0,2.6401042021007015e-05
